pinakasimpleng,positive
pagguho,negative
excellent,positive
ipinagbabawal,negative
sumailalim,negative
napakatibay,negative
bagyo,negative
rebolusyonaryo,positive
adore,positive
pagpigil,negative
karunungan,positive
dispute,negative
napakahusay,positive
paghihigpit,negative
katulong,positive
salungat,negative
nakatatakot,negative
malala,negative
pagtatagumpay,positive
relief,positive
kasigasigan,positive
damo,negative
titi,negative
demonyo,negative
pagmamahal,positive
tangi,positive
lungkot,negative
heavenly,positive
worth,positive
pumukaw,positive
volatile,negative
trick,negative
mamahalin,positive
basal,positive
puta,negative
putulin,negative
makitid,negative
super,positive
issue,negative
nagsasarili,positive
tulungan,positive
strict,negative
kinumpleto,positive
tsismis,negative
intelligent,positive
sapot,negative
maimpluwensiya,positive
kahinahunan,positive
fat,negative
baog,negative
pantay,positive
kasalungat,negative
lunas,positive
pagtutol,negative
pigsa,negative
nice,positive
magaspang,negative
agresibo,negative
tinimplahan,positive
ipagbawal,negative
api,negative
paghihimagsik,negative
pakikiramay,positive
stellar,positive
liriko,positive
kontribusyon,positive
kamalian,negative
mabagal,negative
nahihiya,negative
palakol,negative
led,positive
pagpapatiwakal,negative
expire,negative
pagputol,negative
maghain,negative
ayusin,positive
huwad,negative
pangako,positive
bad,negative
mainit,positive
pangit,negative
recommended,positive
pantal,negative
holy,positive
linta,negative
pagkakahawig,positive
kaloob,positive
sinumpa,negative
katatawanan,positive
lose,negative
sira,negative
dedicated,positive
simoy,positive
pasyente,positive
kayumian,negative
diplomatiko,positive
liksi,positive
santo,positive
pagbagsak,negative
kabanalan,positive
mapanganib,negative
nagliliwanag,positive
death,negative
pagbabalik,negative
tigib,negative
palaboy,negative
makabago,positive
foul,negative
infringement,negative
romantic,positive
maliitin,negative
nakakalason,negative
putik,negative
aksaya,negative
suicide,negative
leche,negative
pipi,negative
divine,positive
yumabong,positive
depresyon,negative
pagganap,positive
kapinsalaan,negative
guilty,negative
harapin,negative
hiwalay,negative
right,positive
humanga,positive
katamaran,negative
break,negative
gross,negative
masikip,negative
pagtitiyaga,positive
matamis,positive
kasakiman,negative
pambihira,positive
defeat,positive
pinakamadaling,positive
kakaiba,negative
warm,positive
puri,positive
lacking,negative
mahusay,positive
kasamaan,negative
garantiya,positive
kasiyahan,positive
optimal,positive
nagpapatunay,positive
attacks,negative
totoo,negative
pagkalito,negative
pagpapabaya,negative
maisasagawa,positive
nangunguna,positive
pagkaantala,negative
kailaliman,negative
grupo,negative
ipagdiwang,positive
issues,negative
panlaban,negative
pagod,negative
pumutok,negative
hinala,negative
atake,negative
pagtaas,positive
restricted,negative
napanalunan,positive
stress,negative
tanggihan,negative
purihin,positive
respect,positive
moderno,positive
kasawian,negative
isolated,negative
pagkabahala,negative
mabuti,positive
malugod,positive
iba,positive
critic,negative
mahirap,negative
pulubi,negative
pagtatakwil,negative
hangad,positive
nakakatakot,negative
pahina,negative
matipuno,positive
makinang,positive
mabait,positive
pangunahin,positive
sama,negative
ligaw,negative
cheat,negative
breaking,negative
natatakot,negative
mabigo,negative
palakaibigan,positive
fever,negative
Hudyo,negative
kabaitan,positive
instrumental,positive
lumabag,negative
sako,negative
pinalayas,negative
palihim,negative
magpalabas,negative
undue,negative
groundbreaking,positive
gumagapang,negative
hindi,negative
kalokohan,negative
idol,positive
paglabag,negative
pagpatay,negative
akusasyon,negative
dalisay,positive
supported,positive
bantog,positive
tunawin,negative
noble,positive
puno,negative
handog,positive
palo,negative
saktan,negative
wasak,negative
paniniwala,positive
genocide,negative
gumuho,negative
magagawa,positive
clearly,positive
pabaya,negative
nerbiyos,negative
patayin,negative
suporta,positive
supporting,positive
pampainit,positive
pera,positive
successful,positive
dinamika,positive
mararating,positive
dakila,positive
broken,negative
luma,negative
magtiwala,positive
pagdiriwang,positive
dalubhasa,positive
maglaan,positive
pinaasim,negative
kabutihan,positive
nais,positive
impeksiyon,negative
napakarami,positive
maasim,negative
appropriate,positive
stable,positive
mapait,negative
namuo,negative
kriminal,negative
bagay,negative
maginoo,positive
kasiraan,negative
maingay,negative
matapang,positive
pasismo,negative
kahabagan,positive
pagnanakaw,negative
positibo,positive
protesta,negative
kakayahan,positive
punit,negative
prefer,positive
favor,positive
napakahirap,negative
aproba,positive
katwiran,positive
kamalasan,negative
sambahin,positive
pagbabanta,negative
makinis,positive
pagbubuwis,negative
kritiko,negative
katunggali,negative
hangarin,positive
pakundangan,positive
malawak,positive
mainam,positive
kita,negative
lipulin,negative
peklat,negative
fans,positive
pagpuri,positive
katas,negative
impyerno,negative
masungit,negative
pahayag,negative
mahalumigmig,negative
suportado,positive
implikasyon,negative
pinakamasama,negative
nakasisira,negative
inflammatory,negative
parangalan,positive
prize,positive
gain,positive
pasumala,negative
kadiliman,negative
tutulan,negative
pagdurog,negative
nagging,negative
pangwakas,positive
sipon,negative
uyam,negative
palakpakan,positive
nababasa,positive
kaitaasan,positive
tagaganap,positive
kasaganaan,positive
dukha,negative
diktatoryal,negative
makapangyarihan,positive
maluwang,positive
Iginiit,negative
kasabwat,negative
cool,positive
limitado,negative
kalagayan,negative
karaingan,negative
ulupong,negative
kulang,negative
mangmang,negative
kakaunti,negative
suntok,negative
silent,positive
namamalagi,negative
losing,negative
lumala,negative
Pinatunayan,positive
genius,positive
masama,negative
nepotismo,negative
ulo,negative
nagkakaisa,positive
matalas,negative
indibidwal,positive
kamandag,negative
umunlad,positive
talento,positive
din,negative
tamis,positive
tulis,negative
magulo,negative
naghihirap,negative
mapalad,positive
pagbaba,negative
masaya,positive
,negative
pinagtatalunan,negative
err,negative
poot,negative
iregular,negative
salamangka,positive
lupigin,negative
mahulog,negative
enough,positive
hayagan,positive
pinaghandaan,negative
natakot,negative
pagtitiwala,positive
top,positive
kumain,negative
excellence,positive
masarap,positive
hail,positive
peste,negative
droga,positive
lubha,positive
kabayanihan,positive
convenience,positive
umaasa,positive
paborito,positive
pagawaan,positive
regard,positive
bilanggo,negative
ingatan,negative
fairly,positive
kalaliman,positive
hate,negative
bright,positive
amoy,negative
tinapon,negative
katangian,positive
ligaya,positive
pauna,positive
lihim,negative
pasabugin,negative
ulap,negative
tumawag,positive
junk,negative
maalab,positive
mataba,negative
kagubatan,negative
mababaw,negative
tipan,positive
matayog,positive
pamahiin,negative
pagkawala,negative
mantsa,negative
pagkalugi,negative
mapagbigay,positive
makasalanan,negative
napakalawak,positive
brave,positive
magtaas,positive
makatao,positive
nanalo,positive
pagpapataas,positive
sigaw,negative
rape,negative
tumiwalag,negative
paggamot,positive
guluhin,negative
usigin,negative
unano,negative
lumihis,negative
propaganda,negative
pretty,positive
pagsisinungaling,negative
lason,negative
paglabas,negative
alalahanin,negative
inis,negative
undefined,negative
kalamidad,negative
taga,negative
nasusunog,negative
patay,negative
matatag,positive
reporma,positive
problem,negative
maraming,positive
patawa,negative
kahalagahan,positive
abala,negative
perpekto,positive
tumakip,negative
died,negative
criticized,negative
mailap,negative
integral,positive
duwag,negative
pakialam,negative
kislap,positive
gumawa,negative
krisis,negative
pagtatalo,negative
sumalungat,negative
matiyagang,positive
pagtubos,positive
mapagmahal,positive
threat,negative
gutom,negative
sumuko,negative
balbula,negative
pagkiling,negative
critics,negative
perfect,positive
maluwag,negative
abot,positive
ibigin,positive
mapusok,negative
fall,negative
tumakas,negative
ihinto,negative
itanggi,negative
makapal,positive
lead,positive
notably,positive
perya,positive
sisihin,negative
conflict,negative
katiwalian,negative
sugpuin,negative
nagkakamali,negative
pamatay,negative
itaas,positive
simple,positive
boom,positive
tuktok,positive
panalo,positive
impiyerno,negative
labanan,negative
pilay,negative
pabor,positive
nahatulan,negative
naiinggit,negative
kamahalan,positive
tama,positive
mahiyain,negative
injure,negative
fair,positive
lamat,negative
limits,negative
urong,negative
loves,positive
mature,positive
tinatanggap,negative
kapahamakan,negative
usad,positive
matapat,positive
pagyeyelo,negative
awang,negative
kapitan,positive
pahintulutan,positive
magtagumpay,positive
batiin,positive
saksak,negative
kawalan,negative
recover,positive
karikatura,negative
apdo,negative
safe,positive
illegal,negative
squash,negative
misteryo,negative
luxury,positive
nagyeyelo,negative
pagkauhaw,negative
makahulugan,positive
lumulubog,negative
ginto,positive
fancy,positive
unable,negative
tumutol,negative
pansamantala,negative
controversial,negative
napakahalaga,positive
die,negative
maayos,positive
taimtim,positive
parusa,negative
naibalik,positive
tatak,positive
biro,negative
dagta,negative
isinama,positive
stuck,negative
maubos,negative
sumiklab,negative
karumihan,negative
sinunog,negative
tagapagligtas,positive
bias,negative
malagim,negative
anghel,positive
pagkakakilanlan,positive
madaling,positive
galing,positive
correctly,positive
kinamuhian,negative
inferior,negative
katanyagan,positive
makabayan,positive
maaasahan,positive
lagim,negative
kulisap,negative
fun,positive
magnakaw,negative
kooperatiba,positive
kakulangan,negative
naranasan,negative
maselan,positive
balisa,negative
matatas,positive
collapse,negative
premyo,positive
masunurin,negative
makipagtalo,negative
ding,negative
loved,positive
poder,positive
dungis,negative
pinagtatalunang,negative
talaga,positive
mabunga,positive
victory,positive
awayan,negative
advantage,positive
kampeon,positive
pagkakaiba,positive
trahedya,negative
kutsilyo,negative
ipa,negative
bago,positive
magtipon,negative
negatibo,negative
nababagay,negative
nagbabala,negative
nababahala,negative
mahika,positive
katapangan,positive
pagsasamantala,negative
soft,positive
luho,negative
parusahan,negative
appeal,positive
pagsupil,negative
nagtagumpay,positive
tiyaga,positive
uri,positive
limited,negative
sick,negative
alsa,negative
heaven,positive
taba,negative
marahas,negative
pagpapalayas,negative
amo,positive
kati,negative
kahalayan,negative
falls,negative
dahas,negative
split,negative
tahimik,positive
hang,negative
rich,positive
handa,positive
krimen,negative
kapighatian,negative
naiiba,negative
lihis,negative
drag,negative
pain,negative
risk,negative
mabawi,positive
frozen,negative
worked,positive
tender,positive
tinatangkilik,positive
pagbuwag,negative
disable,negative
inspirasyon,positive
kalamigan,positive
panandalian,negative
baguhin,positive
dominante,positive
maputol,negative
glee,positive
tiyak,positive
abogado,positive
ambag,positive
suwerte,positive
masigasig,positive
sad,negative
gantimpala,positive
panghihina,negative
payag,positive
balahibo,negative
tapat,positive
abuses,negative
kilala,positive
pananakot,negative
mamatay,negative
kagustuhan,positive
pagpapabuti,positive
pagkagambala,negative
cure,positive
enjoyed,positive
maliit,negative
pangingibabaw,positive
tagtuyot,negative
lumampas,positive
accurate,positive
lumubog,negative
advanced,positive
matulog,negative
error,negative
papuri,positive
mercy,positive
tanyag,positive
glad,positive
reklamo,negative
nagtatanggol,negative
magkasundo,positive
bigla,negative
mapatay,negative
crush,negative
paalisin,negative
kabigatan,negative
umiyak,negative
gusto,positive
masagana,positive
pagsusuka,negative
sagana,positive
random,negative
tindi,negative
gulugod,positive
kamao,negative
mapalabas,negative
criminal,negative
maiwan,negative
smooth,positive
alinlangan,negative
tunog,negative
hadlang,negative
salungatan,negative
pagkawasak,negative
concerned,negative
beloved,positive
salarin,negative
pinakamabilis,positive
sapat,positive
verifiable,positive
kapalaluan,negative
matamo,positive
pabulaanan,negative
bitak,negative
better,positive
abuso,negative
komedya,negative
balabal,negative
pagkabigla,negative
pangamba,negative
classic,positive
pagtanggi,negative
disorder,negative
ani,negative
Nemesis,negative
ax,negative
bisa,positive
tanggapin,negative
beautiful,positive
kaya,positive
honored,positive
kuweba,negative
himala,positive
galang,positive
nababanat,positive
pangkat,negative
peace,positive
pagtataksil,negative
madilim,negative
malutas,negative
nakapagsasalita,positive
aso,negative
lamig,negative
kalinawan,positive
modern,positive
pawiin,negative
malaswa,negative
dumaloy,negative
sigla,positive
pagkakaisa,positive
madali,positive
kalayaan,positive
sumigaw,negative
kalungkutan,negative
helped,positive
karamdaman,negative
imoralidad,negative
abnormal,negative
vice,negative
mamamatay,negative
pagkuha,positive
basbas,positive
problems,negative
dilemma,negative
sakuna,negative
won,positive
pilitin,negative
gumagana,positive
makatotohanan,positive
pangangati,negative
humantong,positive
honor,positive
imposible,negative
ikulong,negative
accessible,positive
patula,positive
kaginhawahan,positive
noise,negative
tutol,negative
kalinisan,positive
kahusayan,positive
pumigil,negative
pagkabulok,negative
killer,negative
crash,negative
namamaga,negative
pagkakasundo,positive
manghimasok,negative
iginawad,positive
mabilis,positive
pagtitipid,positive
dumagsa,negative
gumising,positive
welcome,positive
bullying,negative
alindog,positive
superior,positive
maliwanag,positive
award,positive
matipid,positive
love,positive
baliw,negative
ipahiwatig,positive
tanga,negative
paghupa,negative
weakening,negative
wild,negative
natitira,positive
manliligaw,positive
makuha,positive
pagkilos,positive
nagbago,positive
napapanahon,positive
sabik,positive
mahuli,negative
magtrabaho,positive
invisible,negative
siksik,positive
decay,negative
romantiko,positive
ngiti,positive
nararapat,positive
umakit,positive
kadakilaan,positive
pagsilakbo,negative
integrated,positive
paraiso,positive
malungkot,negative
pahirapan,negative
daan,negative
ayaw,negative
rejection,negative
halimaw,negative
nananalo,positive
spiritual,positive
sumasalungat,negative
gamot,positive
katatagan,positive
pagkakasala,negative
selyo,negative
work,positive
kayamanan,positive
lie,negative
payapa,positive
mapawi,negative
singaw,negative
ningning,positive
maestro,positive
fresh,positive
pangngalan,positive
primitive,negative
karibal,negative
namamatay,negative
nakatago,negative
marupok,negative
paglubog,negative
interes,positive
hell,negative
survival,positive
strike,negative
pananagutan,negative
mabagsik,negative
cloud,negative
makapigil,negative
piitan,negative
master,positive
daungan,negative
magiting,positive
nagagalit,negative
pagkalooban,positive
pure,positive
baboy,negative
tulo,negative
dahilan,negative
radikal,negative
success,positive
paso,negative
slow,negative
mapagkakatiwalaan,positive
trauma,negative
biglang,negative
arbitrary,negative
katarungan,negative
manalo,positive
magpaunlad,positive
pamimilit,negative
pagkabalisa,negative
kaagad,positive
improved,positive
gusot,negative
tuwa,positive
ulila,negative
makapinsala,negative
pabutihin,positive
pagpipigil,negative
tae,negative
pagsira,negative
pagpapanatili,positive
tigilan,negative
ulol,negative
variety,positive
tagataguyod,positive
transparent,positive
nakatulong,positive
katha,negative
pagalingin,positive
available,positive
patuloy,negative
strong,positive
mariin,negative
itinatangi,positive
gumanti,negative
injury,negative
napapatunayan,positive
sinungaling,negative
fine,positive
nakakaakit,positive
maligamgam,negative
improve,positive
wisdom,positive
reputasyon,positive
glory,positive
malayo,negative
hapdi,positive
delikado,negative
wasto,positive
tangke,negative
paghatol,negative
lumpo,negative
mawalan,negative
strain,negative
mangingibig,positive
paghihirap,negative
courage,positive
manatili,negative
atakihin,negative
dilim,negative
pagkagalit,negative
nakakahawa,negative
pahid,negative
takutin,negative
takas,negative
tukso,negative
nilaga,negative
hiwaga,negative
kanan,positive
pagbubuno,negative
marunong,positive
pagkakanulo,negative
favorite,positive
mauunawaan,positive
trabaho,positive
makasarili,negative
compatible,positive
suka,negative
alikabok,negative
ipon,positive
pamiminsala,negative
destroyer,negative
kainitan,positive
obese,negative
natutuwa,positive
pamukaw,negative
takpan,negative
charm,positive
tungkol,positive
pormal,negative
umuurong,negative
yakapin,positive
panlilinlang,negative
magpatibay,positive
langit,positive
hack,negative
buwagin,negative
init,positive
magsinungaling,negative
pagkahuli,negative
matakaw,negative
warning,negative
pumatay,negative
nagkakahalaga,positive
mahayag,negative
Burns,negative
trivial,negative
magical,positive
humor,positive
nakahanda,positive
nawalan,negative
disabled,negative
pagbubunyi,positive
pinatuyo,negative
takot,negative
iskandalo,negative
kumpisal,negative
creative,positive
makatarungan,positive
giliw,positive
aminin,negative
golden,positive
mataas,positive
sagabal,negative
mapanlikha,positive
pagsasaya,positive
sakit,negative
cancer,negative
unknown,negative
magic,positive
magbawas,positive
nawala,negative
diyablo,negative
reputable,positive
biased,negative
tiyakin,positive
free,positive
pinakamagaling,positive
shark,negative
oasis,positive
pagmamalabis,negative
reasonable,positive
Kulang,negative
kalayaang,positive
pagbaluktot,negative
humawak,negative
pananabik,negative
lumayo,negative
paglalaban,negative
mabangis,negative
napatay,negative
mayaman,positive
plot,negative
marumi,negative
pangunahan,positive
complex,negative
rail,negative
liwanagin,positive
mapanira,negative
anxiety,negative
Nasira,negative
friendly,positive
nakamamatay,negative
talunan,negative
namatay,negative
abuse,negative
plebeian,negative
sumulong,positive
stew,negative
errors,negative
kasayahan,positive
tapang,positive
pagbabawal,negative
napakalamig,negative
sintomas,negative
mabulok,negative
pagsugpo,negative
speedy,positive
nakapupukaw,positive
pugay,positive
makasaysayan,positive
odd,negative
mayabong,positive
kabaliwan,negative
magiliw,positive
pagpuksa,negative
balangkas,negative
pagkukulang,negative
bawal,negative
significant,positive
ginaw,negative
karagdagan,positive
magpalagay,positive
rational,positive
paghihinala,negative
katahimikan,positive
hangal,negative
limitasyon,negative
itim,negative
ipinagpatuloy,negative
panggugulo,negative
aliw,positive
syndrome,negative
properly,positive
magkakaiba,negative
beauty,positive
shock,negative
salot,negative
paumanhin,negative
vibration,negative
lemon,negative
itago,negative
tiwala,positive
mapilit,negative
slowly,negative
natalo,negative
gold,positive
manika,negative
maga,negative
hating,negative
nabigo,negative
assault,negative
panahunan,negative
dark,negative
dumi,negative
proper,positive
pumipinsala,negative
makamit,positive
paninira,negative
honorable,positive
opposition,negative
steals,negative
kalamangan,positive
kaaliwan,positive
pagkabaliw,negative
pating,negative
makintab,positive
usok,negative
bangungot,negative
imbento,negative
poor,negative
blow,negative
pinarangalan,positive
barbaro,negative
makatwiran,positive
mabato,negative
talino,positive
malampasan,positive
maimpluwensiyahan,negative
pagsabog,negative
defensive,negative
parangal,positive
proteksyon,positive
protect,positive
abort,negative
kalaban,negative
kawan,negative
gasgas,negative
works,positive
paghaharap,negative
pagkakamali,negative
bitag,negative
matarik,negative
mayabang,negative
riles,negative
mapaglaro,positive
pansamantalang,negative
maringal,positive
bigo,negative
Mabuhay,positive
kalabuan,negative
disyerto,negative
limit,negative
win,positive
pagtibayin,positive
novelty,positive
kasalanan,negative
pagsalakay,negative
insulto,negative
maalamat,positive
panghihimasok,negative
henyo,positive
bombahin,negative
disturbance,negative
humahantong,positive
malamang,positive
ganapin,positive
wonder,positive
winner,positive
gangster,negative
kabantugan,positive
pinirito,negative
dense,negative
plano,negative
bingi,negative
good,positive
pagsisisi,negative
irregular,negative
bawian,negative
ilegal,negative
agam,negative
basagin,negative
pangalagaan,positive
kahihiyan,negative
dead,negative
loss,negative
kagalakan,positive
alala,negative
bastos,negative
bulak,negative
padyak,negative
eksakto,positive
gana,positive
contribution,positive
weaken,negative
kaaway,negative
mahigpit,negative
pinakadakila,positive
pagbibitiw,negative
angel,positive
tulong,positive
excited,positive
bawasan,negative
ready,positive
pamalo,negative
puksain,negative
great,positive
maybahay,negative
sin,negative
diktador,negative
wrong,negative
dagsa,negative
konseho,negative
kagipitan,negative
virus,negative
commitment,positive
umalis,negative
ibagsak,negative
grand,positive
nakapipinsala,negative
diperensya,negative
katalinuhan,positive
pusong,negative
nasa,negative
pananakit,negative
maghanda,positive
,positive
daig,positive
faith,positive
tauhan,negative
biglaan,negative
nakaligtas,positive
awarded,positive
kaha,positive
pagbabantay,positive
pagtataboy,negative
defunct,negative
mapayapa,positive
espirituwal,positive
diin,negative
kanal,negative
pinagkakatiwalaan,positive
magharap,positive
funny,negative
nalulungkot,negative
talon,negative
makakamit,positive
diskriminasyon,negative
magkarga,negative
paghanga,positive
galit,negative
paunlarin,positive
pagtutuwid,positive
humpay,negative
kalabisan,negative
gamutin,positive
nagkataon,positive
paratang,negative
liwanag,positive
kumilos,negative
pinsala,negative
likhain,negative
lumilihis,positive
welga,negative
pilit,negative
tumangging,negative
kaliwanagan,positive
imitasyon,negative
myth,negative
loving,positive
ihiwalay,negative
timbang,positive
popa,negative
cold,negative
leading,positive
nagagawa,positive
kagitingan,positive
mabalasik,negative
tumanggi,negative
multa,positive
busto,negative
ilusyon,negative
pig,negative
sexy,positive
insenso,negative
katapatan,positive
pananggalang,positive
maghiganti,negative
tulisan,negative
puppet,negative
masakit,negative
pagtatangi,positive
midget,negative
pinakamainit,positive
lumusob,negative
bulaklak,positive
pigilin,negative
malubha,negative
alipin,negative
laya,positive
pangungutya,negative
pighati,negative
angkop,positive
bonus,positive
anomalya,negative
killed,negative
celebration,positive
gifted,positive
helpful,positive
palugit,positive
magpanggap,negative
louder,negative
udyok,negative
pinahina,negative
luwalhati,positive
away,negative
heretic,negative
benefit,positive
gulo,negative
atraksyon,positive
mahalaga,positive
masahol,negative
napaka,positive
humahadlang,negative
magsikap,positive
partisan,negative
correct,positive
magbuo,positive
hinanakit,negative
tagahanga,positive
interesante,positive
dalamhati,negative
paralisado,negative
pananampalataya,positive
selective,positive
problema,negative
tagumpay,positive
pagpapatuloy,positive
utusan,negative
sore,negative
sweet,positive
supports,positive
makabagong,positive
mapanlinlang,negative
basura,negative
abilidad,positive
pagtunaw,negative
sumama,negative
itakwil,negative
queer,negative
pangkaluluwa,negative
pagkakahuli,negative
clear,positive
emergency,negative
panggagahasa,negative
nagsusumikap,positive
mahilig,positive
sanay,positive
ipagtanggol,positive
inabuso,negative
kapa,negative
nauunawaan,negative
pandinig,positive
patago,negative
kagandahan,positive
imoral,negative
panginoon,positive
depression,negative
butas,negative
fail,negative
nervous,negative
talunin,positive
sagutin,negative
powerful,positive
baluktot,negative
damage,negative
kaligayahan,positive
medyo,positive
static,negative
paputok,negative
easier,positive
nagtrabaho,positive
favorable,positive
pinapayagan,positive
pahinga,positive
fell,negative
katamtaman,positive
sirain,negative
panganib,negative
kalawang,negative
iisa,negative
matalino,positive
lumipas,negative
abuloy,positive
linangin,positive
labasan,negative
pamamaga,negative
trumpeta,positive
pabalik,negative
umurong,negative
bentilador,positive
palatandaan,positive
karaniwan,negative
uhaw,negative
imahen,negative
pinapahalagahan,positive
fear,negative
magkasala,negative
kahirapan,negative
burahin,negative
mungkahi,positive
bait,negative
paglipol,negative
mapanglaw,negative
patunayan,positive
malikhain,positive
aral,positive
upgraded,positive
sala,negative
matagumpay,positive
paglihis,negative
mahina,negative
portable,positive
dynamic,positive
puki,negative
bahagya,negative
tumigas,negative
lipat,negative
sharp,positive
pagtuligsa,negative
attack,negative
milagro,positive
pagsalungat,negative
happy,positive
disagree,negative
huli,negative
karapatan,positive
freedom,positive
regression,negative
pamumula,negative
malambot,positive
pakinabang,positive
hot,positive
disputed,negative
maginhawa,positive
malas,negative
tamad,negative
maparaan,positive
lubhang,negative
konserbatibo,negative
pagpaparangal,positive
humingi,negative
halang,negative
strange,negative
pagkatakot,negative
woo,positive
capitan,positive
mapurol,negative
kaluwalhatian,positive
dignidad,positive
katakawan,negative
epidemya,negative
makaluma,negative
happiness,positive
prestihiyoso,positive
antala,negative
matulungin,positive
pagsuway,negative
bali,negative
erehe,negative
maalam,positive
lagnat,negative
kababalaghan,positive
katiyakan,positive
paltos,negative
criticism,negative
nakakapinsala,negative
kalmado,positive
pagtalikod,negative
maitaboy,negative
endorsement,positive
umuunlad,positive
pagkabilanggo,negative
bayani,positive
pagandahin,positive
isinakripisyo,negative
naririnig,positive
paghihiwalay,negative
ligalig,negative
nakatutulong,positive
chronic,negative
sloth,negative
akay,positive
kamatayan,negative
sariwa,positive
harm,negative
maninila,negative
kapilyuhan,negative
kapakumbabaan,positive
napalaya,positive
bumagal,negative
legal,positive
panatiko,negative
maulap,negative
makabuluhan,positive
klasiko,positive
lumaban,negative
talent,positive
sisi,negative
amin,negative
progressive,positive
clean,positive
faster,positive
responsable,positive
umiwas,negative
mahuhulaan,negative
sensitive,positive
nabalisa,negative
alisin,negative
marangal,positive
tagalabas,negative
talamak,negative
balakid,negative
paggalang,positive
marangyang,positive
kagalingan,positive
pulos,negative
kapatawaran,positive
aksidental,negative
pan,negative
kasundo,positive
babasagin,negative
limon,negative
alitan,negative
pagkahulog,negative
utang,negative
like,positive
pinaghihinalaan,negative
simplified,positive
pagsulong,positive
bumati,positive
moralidad,positive
kirot,negative
nabubulok,negative
magalang,positive
crisis,negative
akusahan,negative
naiinis,negative
resistance,negative
weak,negative
backbone,positive
kalubhaan,negative
mabaho,negative
kalupitan,negative
pakiusap,negative
makulay,positive
pangmundo,negative
hero,positive
nakakalito,negative
nagbubunga,positive
teologo,positive
false,negative
kapanatagan,positive
kasanayan,positive
mawala,negative
pagsipsip,negative
pagpapalaya,positive
kaugnayan,positive
mahigit,positive
kanser,negative
liberty,positive
nakahiga,negative
tumutugon,positive
joy,positive
malaganap,negative
pino,positive
pamumulaklak,positive
kabataan,positive
pili,positive
solid,positive
autonomous,positive
linisin,positive
Masters,positive
magkamali,negative
